FID,Identificacao_Ponto,Tipo_Ponto,Legenda_Vegetacao_Ponto,Latitude,Longitude,Nivel_Amostragem,Tecnica_Amostragem,Variavel_Medida_Amostragem,Forma_Geometrica_Usada_Amostra,Largura_Forma_Geometrica_Amostra_Primaria_metro,Comprimento_Forma_Geometrica_Amostra_Primaria_metro,Volume_Madeira_m3_ou_Lenha_m3stX100_por_Hectare,Total_Individuos_Ponto,Total_Especies_Ponto,the_geom
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256a,SA20ZD/RB/A.80,Inventário,Db,-03:01:04,-60:06:40,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,81.45,62,32,POINT (-60.11178706479014 -3.0184097272555848)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256b,SA20ZD/RB/A.81,Inventário,Db,-03:05:52,-60:12:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,112.32,72,27,POINT (-60.204569727431526 -3.0981481102381716)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256c,SA20ZD/RB/A.82,Inventário,Dae,-03:28:06,-61:29:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.01,59,34,POINT (-61.4909971797526 -3.4688173155932884)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256d,SA20ZD/RB/A.83,Inventário,Dbe,-03:32:41,-60:10:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,83.03,61,40,POINT (-60.17524009905763 -3.5451771798431384)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256e,SA20ZD/RB/A.84,Inventário,Aap,-03:45:12,-60:17:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,44.83,27,20,POINT (-60.30009065975131 -3.753877291982618)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_256f,SA20ZD/RB/A.85,Inventário,Abp,-03:57:30,-61:06:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.58,70,36,POINT (-61.109673697199945 -3.958717651476713)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2570,SA21VA/RB/A.1,Inventário,Dse,-59:54:48,-00:36:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.79,65,44,POINT (-59.913874151780774 -0.6106494110600507)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2571,SA21VA/RB/A.2,Inventário,Dse,-59:54:27,-00:36:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,112,77,46,POINT (-59.90810913243279 -0.6139698007553638)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2572,SA21VA/RB/A.29,Inventário,Dse,-58:55:27,-00:54:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,94.65,65,40,POINT (-58.924773616599865 -0.9133744460149851)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2573,SA21VA/RB/A.3,Inventário,Dse,-58:44:01,-00:56:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,48.52,47,31,POINT (-58.73432018120216 -0.9433709438202936)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2574,SA21VA/RB/A.30,Inventário,Dse,-59:01:47,-00:49:50,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,102.89,84,45,POINT (-59.03026164667938 -0.8311083239851237)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2575,SA21VA/RB/A.31,Inventário,Dse,-58:41:21,-00:38:23,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,116.03,60,38,POINT (-58.68966926473614 -0.6402438721432604)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2576,SA21VA/RB/A.32,Inventário,Dse,-58:41:00,-00:38:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,201.37,73,41,POINT (-58.68389788441599 -0.6419070089218415)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2577,SA21VA/RB/A.33,Inventário,Dse,-59:33:59,-00:51:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,183.24,101,54,POINT (-59.56713692069985 -0.8664862694742838)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2578,SA21VA/RB/A.34,Inventário,Dse,-59:33:53,-00:52:19,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,117.63,68,47,POINT (-59.56549318380695 -0.8722979983600211)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2579,SA21VA/RB/A.4,Inventário,Dse,-58:44:28,-00:56:19,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.38,56,34,POINT (-58.741739277119656 -0.9392142574580696)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257a,SA21VA/RB/A.5,Inventário,Dse,-58:42:56,-00:44:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,158.42,79,14,POINT (-58.716087840854634 -0.7349153632846434)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257b,SA21VA/RB/A.6,Inventário,Dse,-58:43:19,-00:43:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,157.63,90,27,POINT (-58.72268413844507 -0.7332525829707187)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257c,SA21VB/RB/A.35,Inventário,Dse,-57:26:54,-00:48:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,138.65,86,38,POINT (-57.4490349434845 -0.8124688846600935)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257d,SA21VB/RB/A.36,Inventário,Dse,-57:09:00,-00:15:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.63,63,38,POINT (-57.150489915187315 -0.2606418946915131)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257e,SA21VB/RB/A.37,Inventário,Dse,-57:24:48,-00:38:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,168,91,47,POINT (-57.413958122769266 -0.6460827215167545)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_257f,SA21VB/RB/A.7,Inventário,Dse,-57:03:31,-00:28:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,98.7,57,30,POINT (-57.05933639381486 -0.4826335465766867)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2580,SA21VC/RB/A.119,Inventário,Dau,-58:38:37,-01:15:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,36.49,40,20,POINT (-58.64411985149122 -1.262939261792951)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2581,SA21VC/RB/A.12,Inventário,Dse,-58:37:07,-01:10:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,126.05,70,40,POINT (-58.61922695189542 -1.1774306321871193)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2582,SA21VC/RB/A.120,Inventário,Dau,-58:39:01,-01:15:37,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,35.29,43,22,POINT (-58.650845405813634 -1.2607575894263632)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2583,SA21VC/RB/A.13,Inventário,Dse,-58:36:49,-01:10:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,91.33,70,46,POINT (-58.61411018913166 -1.1808715013812499)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2584,SA21VC/RB/A.19,Inventário,Dse,-58:31:34,-01:37:15,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,78.07,53,29,POINT (-58.526688857746166 -1.6213915246295434)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2585,SA21VC/RB/A.20,Inventário,Dse,-58:31:15,-01:37:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,105.42,58,29,POINT (-58.52140002707188 -1.62569110447606)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2586,SA21VC/RB/A.38,Inventário,Dse,-58:37:53,-01:15:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.94,44,34,POINT (-58.632101401764096 -1.2564168134325022)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2587,SA21VC/RB/A.39,Inventário,Dae,-59:06:05,-01:18:01,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,76.98,45,26,POINT (-59.10215553512645 -1.3008037021795775)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2588,SA21VC/RB/A.40,Inventário,Dse,-59:05:53,-01:18:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,151.34,76,40,POINT (-59.098745637751634 -1.3042420957115182)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2589,SA21VC/RB/A.41,Inventário,Dse,-59:05:16,-01:17:52,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,117.29,64,41,POINT (-59.08850562546826 -1.2982382825355527)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258a,SA21VC/RB/A.42,Inventário,Dse,-59:11:44,-01:34:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,109.76,62,17,POINT (-59.19624569214533 -1.5790243436871367)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258b,SA21VC/RB/A.43,Inventário,Dse,-59:11:17,-01:34:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.07,43,21,POINT (-59.1885727099733 -1.5833247890075077)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258c,SA21VC/RB/A.44,Inventário,Dse,-58:58:00,-01:21:35,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.82,60,36,POINT (-58.96742594018329 -1.3601897185153342)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258d,SA21VD/RB/A.123,Inventário,Dau,-58:29:15,-01:49:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,139.08,88,44,POINT (-58.488223192963495 -1.8188700022774906)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258e,SA21VD/RB/A.124,Inventário,Dau,-58:16:12,-01:54:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,65.68,43,28,POINT (-58.270763791322565 -1.9163210241604014)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_258f,SA21VD/RB/A.14,Inventário,Dse,-58:28:46,-01:31:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,211.81,94,52,POINT (-58.48006478826442 -1.5271380512065291)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2590,SA21VD/RB/A.15,Inventário,Dse,-58:28:03,-01:28:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,165.37,87,47,POINT (-58.46812911046354 -1.4824123962499025)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2591,SA21VD/RB/A.16,Inventário,Dse,-57:59:17,-01:23:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,152.71,96,50,POINT (-57.98862488415986 -1.3848870302171241)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2592,SA21VD/RB/A.21,Inventário,Dse,-58:30:01,-01:38:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,95.63,54,35,POINT (-58.50078015264857 -1.6365598752081623)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2593,SA21VD/RB/A.22,Inventário,Dse,-58:30:01,-01:37:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,74.67,54,28,POINT (-58.50077815575738 -1.633076194604441)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2594,SA21VD/RB/A.23,Inventário,Dse,-58:29:59,-01:37:47,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,67.39,40,27,POINT (-58.50039087257102 -1.6301734873862632)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2595,SA21VD/RB/A.24,Inventário,Dse,-58:29:58,-01:37:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,61.26,43,30,POINT (-58.50000378502813 -1.6270763777159518)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2596,SA21VD/RB/A.25,Inventário,Asp,-57:02:24,-01:06:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,170.28,92,33,POINT (-57.0405356929153 -1.1123153661204663)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2597,SA21VD/RB/A.26,Inventário,Dse,-58:00:54,-01:19:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,86.58,53,35,POINT (-58.01558853496263 -1.3193216619362504)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2598,SA21VD/RB/A.27,Inventário,Dse,-58:00:31,-01:19:16,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.3,61,36,POINT (-58.00923901747812 -1.3217224093561333)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2599,SA21VD/RB/A.46,Inventário,Dse,-57:57:05,-01:14:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,96.53,57,30,POINT (-57.952056676861154 -1.2497958768108361)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259a,SA21VD/RB/A.47,Inventário,Dse,-58:03:51,-01:05:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,157.21,81,39,POINT (-58.0647182570504 -1.0962642217747935)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259b,SA21VD/RB/A.54,Inventário,Dse,-57:57:08,-01:14:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.15,61,34,POINT (-57.95284925942547 -1.2465971965650744)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259c,SA21VD/RB/A.57,Inventário,Dbe,-57:57:54,-01:36:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,124.66,71,39,POINT (-57.96570438963084 -1.6159333763187564)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259d,SA21VD/RB/A.58,Inventário,Dbe,-57:57:23,-01:37:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,138.68,83,38,POINT (-57.956973479940494 -1.6199349165982564)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259e,SA21VD/RB/A.59,Inventário,Dbe,-57:43:42,-01:33:05,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,144.35,61,38,POINT (-57.729081980915325 -1.5517643226881226)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_259f,SA21XA/RB/A.129,Inventário,Dse,-55:35:35,-00:17:32,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,207.38,80,38,POINT (-55.59375468131646 -0.2928454937113917)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a0,SA21XA/RB/A.48,Inventário,Dsu,-56:33:38,-00:15:16,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,231.21,109,50,POINT (-56.56130769899517 -0.2549974040678695)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a1,SA21XA/RB/A.49,Inventário,Dse,-56:35:44,-00:19:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.08,86,38,POINT (-56.596267714948375 -0.3272417719194977)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a2,SA21XA/RB/A.50,Inventário,Dse,-56:36:07,-00:19:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,90.59,64,32,POINT (-56.60254307181756 -0.3317574637750191)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a3,SA21XA/RB/A.51,Inventário,Dse,-56:33:51,-00:47:27,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.72,59,30,POINT (-56.564856471474585 -0.7911954226203561)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a4,SA21XA/RB/A.52,Inventário,Dsu,-56:01:08,-00:58:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,158.93,41,30,POINT (-56.01937314288622 -0.9689235018753105)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a5,SA21XA/RB/A.53,Inventário,Dse,-55:35:16,-00:36:33,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,263.22,75,22,POINT (-55.58831581002837 -0.6097252944276813)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a6,SA21XA/RB/A.8,Inventário,Dse,-55:42:19,-00:18:15,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,191.28,67,30,POINT (-55.70578531734442 -0.3045950885936392)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a7,SA21XB/RB/A.10,Inventário,Dse,-55:09:52,-00:12:00,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,185.29,87,35,POINT (-55.16503046762395 -0.2005258788404836)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a8,SA21XB/RB/A.11,Inventário,Dse,-55:10:35,-00:13:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.14,85,34,POINT (-55.17698049995478 -0.2306113564535698)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25a9,SA21XB/RB/A.45,Inventário,Asc,-54:31:55,-00:41:54,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.25,66,30,POINT (-54.53265956470164 -0.6987135186499207)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25aa,SA21XB/RB/A.55,Inventário,Asc,-54:28:45,-00:51:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,64.03,55,28,POINT (-54.47964587705768 -0.86271285854448)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ab,SA21XB/RB/A.9,Inventário,Dse,-55:02:26,-00:45:44,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,105.55,90,41,POINT (-55.04107332375838 -0.7625953719034385)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ac,SA21XC/RB/A.125,Inventário,Dse,-55:41:27,-01:06:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,144.72,108,41,POINT (-55.691582926409986 -1.1089287666326872)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ad,SA21XC/RB/A.17,Inventário,Dse,-56:20:13,-01:05:41,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.13,53,30,POINT (-56.33761775877041 -1.0950812524074311)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ae,SA21XC/RB/A.18,Inventário,Dse,-56:02:58,-01:05:33,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.13,74,41,POINT (-56.049962147934636 -1.093127356244206)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25af,SA21XC/RB/A.28,Inventário,Dse,-56:01:30,-01:13:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,66.9,58,28,POINT (-56.025716013483574 -1.218750388787506)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b0,SA21XC/RB/A.60,Inventário,Dbu,-56:50:01,-01:59:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,47.6,37,22,POINT (-56.83432779144396 -1.9876266828259976)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b1,SA21XC/RB/A.61,Inventário,Dbu,-56:45:57,-01:58:43,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,71.63,46,27,POINT (-56.766336516305 -1.979180110488406)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b2,SA21XC/RB/A.62,Inventário,Dbe,-56:36:24,-01:28:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,70.05,44,30,POINT (-56.607171134752555 -1.4805599078733322)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b3,SA21XC/RB/A.63,Inventário,Dbe,-56:52:59,-01:25:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,101.06,68,33,POINT (-56.883726618386575 -1.420615788089658)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b4,SA21XC/RB/A.64,Inventário,Dbe,-56:24:08,-01:25:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,103.33,61,38,POINT (-56.4027086914008 -1.4307653113846683)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b5,SA21XC/RB/A.65,Inventário,Dbe,-56:22:30,-01:26:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,70.16,52,34,POINT (-56.375705082683126 -1.4354455781525641)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b6,SA21XC/RB/A.66,Inventário,Dbe,-56:21:23,-01:31:13,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,90.98,52,30,POINT (-56.35705882207755 -1.5207646756692343)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b7,SA21XD/RB/A.126,Inventário,Dsu,-54:03:33,-01:24:55,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,158.57,98,46,POINT (-54.05972999593398 -1.4156602122097297)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b8,SA21XD/RB/A.127,Inventário,Dsu,-55:10:59,-01:02:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,114.94,62,32,POINT (-55.18370543023241 -1.0484367412181688)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25b9,SA21XD/RB/A.128,Inventário,Dse,-54:30:05,-01:32:19,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,75.3,39,29,POINT (-54.50209892074267 -1.5390890111207753)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ba,SA21XD/RB/A.56,Inventário,Asc,-54:29:12,-01:08:52,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,130.31,66,36,POINT (-54.48731169820672 -1.1482015233792584)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25bb,SA21XD/RB/A.67,Inventário,Abp,-55:22:11,-01:49:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,165.65,102,42,POINT (-55.3704040611298 -1.8239779221471089)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25bc,SA21YA/RB/A.68,Inventário,Dbe,-59:06:27,-02:54:40,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,171.44,73,42,POINT (-59.10805880427799 -2.911599581410044)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25bd,SA21YA/RB/A.69,Inventário,Dbe,-59:18:12,-02:56:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,198.62,88,49,POINT (-59.30407173022584 -2.949564511600635)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25be,SA21YA/RB/A.70,Inventário,Dbe,-59:29:34,-02:46:36,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,155.59,87,49,POINT (-59.49340941512922 -2.7770471296756076)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25bf,SA21YA/RB/A.71,Inventário,Dbe,-59:39:20,-02:40:03,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,139.14,67,45,POINT (-59.65623968344259 -2.667912117023617)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c0,SA21YA/RB/A.72,Inventário,Dbe,-59:48:17,-02:43:49,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,147.24,79,41,POINT (-59.80524055128515 -2.7308393306718544)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c1,SA21YB/RB/A.121,Inventário,Dae,-58:02:49,-02:35:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,160.31,60,30,POINT (-58.04751852937443 -2.5924570024360296)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c2,SA21YB/RB/A.122,Inventário,Dae,-58:08:42,-02:20:17,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,140.77,76,36,POINT (-58.145726392654744 -2.3386701312412517)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c3,SA21YB/RB/A.74,Inventário,Dbe,-57:09:56,-02:08:21,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,68.02,52,21,POINT (-57.166079406498014 -2.139709537557815)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c4,SA21YB/RB/A.75,Inventário,Dbe,-57:33:28,-02:21:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,209.48,86,47,POINT (-57.558282561943 -2.3527446670056937)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c5,SA21YB/RB/A.76,Inventário,Dbe,-58:11:29,-02:34:57,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,129.69,85,38,POINT (-58.1921182397992 -2.5830346703948366)
