FID,Identificacao_Ponto,Tipo_Ponto,Legenda_Vegetacao_Ponto,Latitude,Longitude,Nivel_Amostragem,Tecnica_Amostragem,Variavel_Medida_Amostragem,Forma_Geometrica_Usada_Amostra,Largura_Forma_Geometrica_Amostra_Primaria_metro,Comprimento_Forma_Geometrica_Amostra_Primaria_metro,Volume_Madeira_m3_ou_Lenha_m3stX100_por_Hectare,Total_Individuos_Ponto,Total_Especies_Ponto,the_geom
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c6,SA21YB/RB/A.77,Inventário,Dbe,-58:09:46,-02:36:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.97,68,34,POINT (-58.16336873957174 -2.6043806550153774)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c7,SA21YB/RB/A.78,Inventário,Dbe,-57:22:47,-02:22:22,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,136.96,60,34,POINT (-57.38037173652692 -2.373378618695337)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c8,SA21YB/RB/A.96,Inventário,Abp,-57:30:50,-02:56:59,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,76.39,39,32,POINT (-57.514618016443166 -2.950320969685169)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25c9,SA21YC/RB/A.104,Inventário,Dbe,-59:57:31,-03:25:08,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,127.19,54,30,POINT (-59.95926993937292 -3.419316258453184)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ca,SA21YC/RB/A.107,Inventário,Dbe,-59:11:28,-03:08:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,71.17,54,22,POINT (-59.191842234189956 -3.1424687324106313)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25cb,SA21YC/RB/A.108,Inventário,Dbe,-59:07:04,-03:59:29,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,67.24,56,33,POINT (-59.11840403719832 -3.9918653169211114)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25cc,SA21YC/RB/A.110,Inventário,Dbe,-59:28:10,-03:47:10,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,91.4,46,32,POINT (-59.46994881501803 -3.786626824335979)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25cd,SA21YC/RB/A.83,Inventário,Dbu,-59:04:53,-03:59:48,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,73.09,60,37,POINT (-59.08192844226895 -3.9971974182024326)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ce,SA21YC/RB/A.84,Inventário,Abp,-58:58:54,-03:44:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,56.25,35,22,POINT (-58.982426428204086 -3.746512317062149)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25cf,SA21YC/RB/A.86,Inventário,Dbu,-59:21:37,-03:26:09,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,156.12,79,30,POINT (-59.360928738648305 -3.436366567120694)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d0,SA21YC/RB/A.87,Inventário,Dbe,-58:40:43,-03:40:14,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,111.57,64,36,POINT (-58.679197331097235 -3.6711764756153005)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d1,SA21YC/RB/A.88,Inventário,Dbe,-58:51:29,-03:05:41,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.72,54,23,POINT (-58.85869277437726 -3.095312259504914)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d2,SA21YC/RB/A.95,Inventário,Dbu,-58:55:03,-03:31:59,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,89.83,61,30,POINT (-58.91813067056844 -3.533436223051499)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d3,SA21YD/RB/A.73,Inventário,Dbe,-57:09:30,-03:58:33,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,154.15,91,43,POINT (-57.159025554329766 -3.9763550939453842)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d4,SA21YD/RB/A.80,Inventário,Dbe,-57:32:29,-03:51:56,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,123.98,73,49,POINT (-57.54206632050341 -3.866074631862831)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d5,SA21YD/RB/A.81,Inventário,Dbe,-58:03:52,-03:33:33,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,65.03,55,27,POINT (-58.064967884697644 -3.55956714324731)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d6,SA21YD/RB/A.82,Inventário,Abp,-57:43:34,-03:30:42,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,105.46,67,38,POINT (-57.72672675863623 -3.5120669380040304)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d7,SA21YD/RB/A.89,Inventário,Dbe,-57:53:25,-03:49:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,117.08,59,29,POINT (-57.89087162823205 -3.819091272429631)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d8,SA21YD/RB/A.90,Inventário,Abp,-57:38:41,-03:37:53,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,144.88,79,48,POINT (-57.6453254909275 -3.631934141276385)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25d9,SA21YD/RB/A.92,Inventário,Dbe,-58:15:35,-03:40:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,87.74,58,33,POINT (-58.2603212231046 -3.674025926537193)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25da,SA21YD/RB/A.94,Inventário,Dbe,-58:05:38,-03:15:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,116.47,53,34,POINT (-58.094415842194955 -3.2589079828626346)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25db,SA21ZA/RB/A.100,Inventário,Dbe,-56:42:02,-02:51:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,115.94,66,44,POINT (-56.701180157292214 -2.866751230941813)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25dc,SA21ZA/RB/A.101,Inventário,Dbe,-56:33:07,-02:42:00,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,126.4,91,44,POINT (-56.55248244632401 -2.700412491941492)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25dd,SA21ZA/RB/A.102,Inventário,Dbe,-56:50:15,-02:05:40,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,79.22,53,30,POINT (-56.83805299643379 -2.0948410478611508)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25de,SA21ZA/RB/A.97,Inventário,Dbe,-56:13:04,-02:22:02,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,67.69,47,30,POINT (-56.218384606304554 -2.3676885610348126)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25df,SA21ZA/RB/A.98,Inventário,Dbe,-56:10:48,-02:25:31,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,45.74,40,23,POINT (-56.18058781131375 -2.425863655114541)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e0,SA21ZA/RB/A.99,Inventário,Dbe,-56:39:59,-02:48:20,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,93.27,61,36,POINT (-56.66695912323136 -2.806163114188599)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e1,SA21ZB/RB/A.103,Inventário,Dbe,-54:21:37,-02:45:45,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,241.94,75,47,POINT (-54.36084028326313 -2.7630846633891717)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e2,SA21ZB/RB/A.114,Inventário,Dbe,-54:55:25,-02:53:09,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,172.86,64,39,POINT (-54.9242518848207 -2.8862269991808835)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e3,SA21ZB/RB/A.115,Inventário,Dbe,-54:54:15,-02:45:34,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,143.81,52,32,POINT (-54.90484893514734 -2.760050646851145)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e4,SA21ZB/RB/A.116,Inventário,Dbe,-54:00:56,-02:34:51,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,185.26,79,32,POINT (-54.016024031703765 -2.581393227428703)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e5,SA21ZB/RB/A.117,Inventário,Dbe,-54:00:52,-02:34:30,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,230.49,76,38,POINT (-54.01518552349248 -2.5753844042636596)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e6,SA21ZC/RB/A.105,Inventário,Dbe,-56:46:40,-03:11:19,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,132.74,70,42,POINT (-56.77841199347366 -3.189155378674469)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e7,SA21ZC/RB/A.106,Inventário,Dbe,-56:29:12,-03:52:25,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,85.23,63,40,POINT (-56.48716992868608 -3.874095898669786)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e8,SA21ZC/RB/A.85,Inventário,Dbe,-56:56:59,-03:47:18,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.23,60,38,POINT (-56.95021937396797 -3.7887887647900302)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25e9,SA21ZC/RB/A.91,Inventário,Dbe,-56:27:01,-03:21:28,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,40.19,38,25,POINT (-56.4507611596591 -3.358251540833263)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ea,SA21ZC/RB/A.93,Inventário,Dbe,-55:47:28,-03:05:07,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,49.18,34,23,POINT (-55.79179821952386 -3.085873691729084)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25eb,SA21ZD/RB/A.109,Inventário,Dbe,-54:55:24,-03:04:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.82,72,41,POINT (-54.923881558354296 -3.0832053160213277)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ec,SA21ZD/RB/A.111,Inventário,Dse,-54:49:24,-03:43:12,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,165.68,79,47,POINT (-54.82395463384804 -3.7205735269894067)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ed,SA21ZD/RB/A.112,Inventário,Dbe,-54:51:55,-03:32:58,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,99.96,49,23,POINT (-54.86600101710592 -3.549947358813133)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ee,SA21ZD/RB/A.113,Inventário,Dbe,-54:56:02,-03:00:04,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,265.53,74,37,POINT (-54.9344423277169 -3.001639163205828)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ef,SA21ZD/RB/A.118,Inventário,Dbe,-54:55:09,-03:21:46,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,360.95,94,42,POINT (-54.91984403374356 -3.363287068767326)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f0,SA21ZD/RB/A.79,Inventário,Dbe,-54:50:28,-03:36:06,reconhec,seletiva,circunferência CAP>=100cm;altura comercial,retangular,20,500,131.24,64,37,POINT (-54.84158932109413 -3.6022167486326784)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f1,SA22VA/RB/A.21,Inventário,Dse,-00:43:52,-53:36:59,reconhec,seletiva,altura;circunferência,retangular,20,500,118.2564,63,34,POINT (-53.61709526118192 -0.731464295851742)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f2,SA22VA/RB/A.22,Inventário,Dse,-00:12:11,-52:42:50,reconhec,seletiva,altura;circunferência,retangular,20,500,276.9895,65,25,POINT (-52.7145938797549 -0.2034406128180591)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f3,SA22VA/RB/A.23,Inventário,Dse,-00:05:37,-53:00:42,reconhec,seletiva,altura;circunferência,retangular,20,500,260.6349,74,41,POINT (-53.01236516466262 -0.0940588114602978)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f4,SA22VA/RB/A.24,Inventário,Dse,-00:03:50,-52:56:08,reconhec,seletiva,altura;circunferência,retangular,20,500,191.7452,57,26,POINT (-52.93612627211249 -0.0645055370518618)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f5,SA22VA/RB/A.6,Inventário,SOc,-00:41:35,-52:42:58,reconhec,seletiva,altura;circunferência,retangular,20,500,91.8697,33,25,POINT (-52.71666003384892 -0.6936740829973613)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f6,SA22VB/RB/A.132,Inventário,Dse,-00:08:33,-51:43:32,reconhec,seletiva,altura;circunferência,retangular,20,500,48.2934,28,21,POINT (-51.72612441091466 -0.1429506259417416)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f7,SA22VD/RB/A.20,Inventário,Dbe,-01:10:09,-52:23:50,reconhec,seletiva,altura;circunferência,retangular,20,500,108.5151,61,29,POINT (-52.39768033846858 -1.1696822828801436)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f8,SA22XA/RB/A.28,Inventário,Dau,-00:58:11,-50:27:58,reconhec,seletiva,altura;circunferência,retangular,20,500,96.4583,48,28,POINT (-50.46669113731533 -0.9702522143701886)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25f9,SA22XA/RB/A.29,Inventário,Dau,-00:50:15,-50:25:40,reconhec,seletiva,altura;circunferência,retangular,20,500,114.7397,55,38,POINT (-50.4283867543013 -0.8378859618695391)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25fa,SA22XA/RB/A.30,Inventário,Dau,-00:56:55,-50:12:35,reconhec,seletiva,altura;circunferência,retangular,20,500,98.6801,61,33,POINT (-50.210366431155535 -0.9490205273462095)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25fb,SA22XA/RB/A.31,Inventário,Dau,-00:54:27,-50:11:01,reconhec,seletiva,altura;circunferência,retangular,20,500,66.6494,52,34,POINT (-50.18405612868572 -0.9080372747293146)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25fc,SA22XA/RB/A.32,Inventário,Dau,-00:47:53,-49:43:22,reconhec,seletiva,altura;circunferência,retangular,20,500,130.4574,65,26,POINT (-49.72337868232115 -0.7985410183573581)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25fd,SA22XA/RB/A.33,Inventário,Dau,-00:57:55,-49:37:43,reconhec,seletiva,altura;circunferência,retangular,20,500,67.2226,43,20,POINT (-49.62914308881444 -0.965708578672357)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25fe,SA22XA/RB/A.34,Inventário,Dau,-00:54:56,-50:03:55,reconhec,seletiva,altura;circunferência,retangular,20,500,88.7805,61,25,POINT (-50.06571459857807 -0.9161142083946877)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_25ff,SA22XA/RB/A.35,Inventário,Dau,-00:44:19,-50:10:11,reconhec,seletiva,altura;circunferência,retangular,20,500,158.5229,68,35,POINT (-50.1702712328746 -0.7390812498289157)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2600,SA22XA/RB/A.36,Inventário,Dau,-00:37:53,-49:58:37,reconhec,seletiva,altura;circunferência,retangular,20,500,86.1261,49,26,POINT (-49.97750050262468 -0.6317989224703884)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2601,SA22XA/RB/A.37,Inventário,Dau,-00:24:06,-50:16:52,reconhec,seletiva,altura;circunferência,retangular,20,500,80.8932,60,23,POINT (-50.281703086791005 -0.4021104964656983)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2602,SA22XA/RB/A.38,Inventário,Dau,-00:21:54,-50:19:08,reconhec,seletiva,altura;circunferência,retangular,20,500,115.4005,57,26,POINT (-50.31937774616161 -0.3656228690344082)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2603,SA22XA/RB/A.39,Inventário,Dau,-00:17:30,-50:21:52,reconhec,seletiva,altura;circunferência,retangular,20,500,72.4355,54,17,POINT (-50.36508229196894 -0.2921298250670158)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2604,SA22XA/RB/A.40,Inventário,Dau,-00:19:27,-50:32:17,reconhec,seletiva,altura;circunferência,retangular,20,500,107.3257,84,27,POINT (-50.53866090624921 -0.3247497999388239)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2605,SA22XA/RB/A.41,Inventário,SOc,-00:12:31,-50:17:31,reconhec,seletiva,altura;circunferência,retangular,20,500,106.0326,77,18,POINT (-50.29240212023432 -0.2091860836264702)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2606,SA22XC/RB/A.10,Inventário,Db,-01:14:15,-50:23:14,reconhec,seletiva,altura;circunferência,retangular,20,500,120.9772,71,39,POINT (-50.38772128781521 -1.237915981245612)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2607,SA22XC/RB/A.25,Inventário,Db,-01:37:38,-49:59:42,reconhec,seletiva,altura;circunferência,retangular,20,500,129.1048,74,37,POINT (-49.995444873070845 -1.627625355822057)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2608,SA22XC/RB/A.26,Inventário,Dau,-01:46:11,-50:08:39,reconhec,seletiva,altura;circunferência,retangular,20,500,123.7932,67,30,POINT (-50.144753557764695 -1.7701830523624138)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2609,SA22XC/RB/A.27,Inventário,Da,-01:41:47,-50:18:54,reconhec,seletiva,altura;circunferência,retangular,20,500,69.7289,48,27,POINT (-50.31566228592992 -1.6968283269162332)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260a,SA22XC/RB/A.7,Inventário,Db,-01:35:36,-50:19:01,reconhec,seletiva,altura;circunferência,retangular,20,500,205.1349,91,48,POINT (-50.317423096227564 -1.5937050163667668)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260b,SA22XC/RB/A.8,Inventário,Db,-01:25:08,-50:33:56,reconhec,seletiva,altura;circunferência,retangular,20,500,108.0207,66,38,POINT (-50.56623459397102 -1.4194012586685842)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260c,SA22XC/RB/A.9,Inventário,Db,-01:24:58,-50:24:13,reconhec,seletiva,altura;circunferência,retangular,20,500,177.4095,80,42,POINT (-50.40425090914319 -1.4167061316961762)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260d,SA22YA/RB/A.19,Inventário,Dse,-02:37:00,-53:01:30,reconhec,seletiva,altura;circunferência,retangular,20,500,130.5333,67,39,POINT (-53.025504844582535 -2.6171776370391346)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260e,SA22YB/RB/A.12,Inventário,Dbe,-02:26:31,-51:58:58,reconhec,seletiva,altura;circunferência,retangular,20,500,195.0666,73,42,POINT (-51.98342634619355 -2.4425772887801482)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_260f,SA22YC/RB/A.3,Inventário,Dse,-03:15:28,-52:34:55,reconhec,seletiva,altura;circunferência,retangular,20,500,98.3347,39,22,POINT (-52.58266587843983 -3.2583182541534237)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2610,SA22YC/RB/A.4,Inventário,Dse,-03:37:18,-53:32:47,reconhec,seletiva,altura;circunferência,retangular,20,500,106.6041,57,32,POINT (-53.54706841000084 -3.622231302166136)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2611,SA22YD/RB/A.1,Inventário,Ds,-03:04:39,-51:58:56,reconhec,seletiva,altura;circunferência,retangular,20,500,108.3056,63,23,POINT (-51.982904266597174 -3.077995836274372)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2612,SA22YD/RB/A.15,Inventário,Dse,-03:35:20,-51:01:49,reconhec,seletiva,altura;circunferência,retangular,20,500,142.9267,58,22,POINT (-51.03091795126959 -3.589466915221152)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2613,SA22YD/RB/A.16,Inventário,Ds,-03:23:37,-51:14:33,reconhec,seletiva,altura;circunferência,retangular,20,500,112.777,54,25,POINT (-51.242968955266825 -3.3942517680566073)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2614,SA22YD/RB/A.18,Inventário,Dsu,-03:47:32,-51:08:30,reconhec,seletiva,altura;circunferência,retangular,20,500,186.0173,62,35,POINT (-51.14213248939231 -3.7927387937316563)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2615,SA22YD/RB/A.2,Inventário,Ds,-03:23:38,-52:24:58,reconhec,seletiva,altura;circunferência,retangular,20,500,128.5623,35,21,POINT (-52.416659510614636 -3.394495403149041)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2616,SA22YD/RB/A.27,Inventário,Ds,-03:12:12,-52:15:40,reconhec,seletiva,altura;circunferência,retangular,20,500,97.7952,63,40,POINT (-52.261761552639584 -3.203806935850292)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2617,SA22YD/RB/A.5,Inventário,Asc,-03:45:24,-52:26:01,reconhec,seletiva,altura;circunferência,retangular,20,500,60.1343,39,23,POINT (-52.434125725942685 -3.7570405191171)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2618,SA22ZC/RB/A.13,Inventário,Ds,-03:46:06,-50:20:04,reconhec,seletiva,altura;circunferência,retangular,20,500,122.8687,82,33,POINT (-50.334991947893556 -3.768862299317534)
PontoInventarioFlorestalAmazoniaLegal_250.fid-829d80e_184ac4670aa_2619,SA22ZC/RB/A.14,Inventário,Ds,-03:41:30,-50:29:13,reconhec,seletiva,altura;circunferência,retangular,20,500,162.7862,65,28,POINT (-50.487446017287354 -3.6921853980843142)
