FID,id_objeto,nome,nomeabrev,geometriaaproximada,emduto,tensaoeletrica,numcircuitos,especie,posicaorelativa,operacional,situacaofisica,id_produtor,id_elementoprodutor,geom
BC250_2017_Trecho_Energia_L.1148,1148,Linhas de Transmissão Cauípe/Fortaleza,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-38.87092511095624 -3.693692288018276, -38.87125576741128 -3.6954599201551, -38.871644383152265 -3.697066198551186, -38.872382753060144 -3.6997217394479405, -38.87391130830803 -3.702519772783057, -38.87562121756838 -3.7059136835876902, -38.87486989380247 -3.708258331891653, -38.87292681509753 -3.71408756800648, -38.86642397836498 -3.7340883248093526, -38.8601024956449 -3.7412647621596062, -38.85701947743306 -3.750021570189879, -38.85818532465604 -3.7590374553808106, -38.85463596755501 -3.770307311869475, -38.84888445458838 -3.788054097374615, -38.84626777526572 -3.7891163137333175, -38.84380654223946 -3.7901008069438213, -38.84085306260795 -3.7912925618828526, -38.83308074778819 -3.7944014878107586, -38.82681108050024 -3.796992259417349, -38.806784415981305 -3.8052827285584354, -38.77406297059008 -3.8187288331966367, -38.76253403694076 -3.8234958529527607, -38.74152287921132 -3.8321490301187713, -38.733206502354165 -3.835594756355536, -38.72476058691668 -3.8390145748762343, -38.709552757586 -3.8453101498802473, -38.693645419921545 -3.851864802044919, -38.687583014362126 -3.854092865626586, -38.670924352931756 -3.863704628287034, -38.66183074459262 -3.8688343560680813, -38.64957639489345 -3.8755962699612803, -38.64835873223836 -3.878212949283936, -38.64263312698779 -3.890363668118842, -38.64105275630777 -3.8934725940467487, -38.63918740075103 -3.9006490313970024, -38.63727022976215 -3.9071777758456077, -38.63504216618048 -3.912955196528303, -38.63421311926638 -3.9151314446778387, -38.618849843639296 -3.9226964977690795, -38.600248103503986 -3.9236032678313855, -38.59408206708031 -3.9238623449920453, -38.5863356599766 -3.913758335726346, -38.577267959353534 -3.90204804806456, -38.57605029669843 -3.9004935851006057, -38.5704542300282 -3.899975430779288, -38.56294099236909 -3.8993536455937066, -38.559106650391335 -3.8975401054690937, -38.55794080316837 -3.894767979850043, -38.55563501643851 -3.8870992958945374, -38.553225598844385 -3.8791456270623073, -38.55079027353418 -3.871191958230077, -38.547707255322344 -3.8608288718037183, -38.545997346061995 -3.855595513158408, -38.54560873032101 -3.8523052332180385, -38.54488331427116 -3.8463464585228824, -38.54478131051201 -3.845625234846903))"
BC250_2017_Trecho_Energia_L.1149,1149,Linhas de Transmissão Praia Formosa/Massapê,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,2193,"MULTILINESTRING ((-40.34311739807621 -3.562675037163224, -40.34359224236786 -3.5623780556333813, -40.34651489094063 -3.554797431944807, -40.38177985624293 -3.4944628127464568, -40.42573706455504 -3.4359589356597464, -40.43768636400767 -3.4132290034914834, -40.52182587900434 -3.3665134366662732, -40.62256935675433 -3.2957868908609704, -40.64469125573879 -3.2803641922494045, -40.72072112422215 -3.2266671673127862, -40.76655948390013 -3.194591257565117, -40.813863214805515 -3.161202341300339, -40.84435028874667 -3.1402445939281463, -40.87559447888354 -3.110322082474682, -40.92822050531086 -3.0575746324012942, -40.95671570619249 -3.0310270297184334, -40.98112253229886 -3.0074027881432563, -40.99082001318827 -2.99801272036147, -40.99879835272174 -2.9844671015539275, -41.02508634451551 -2.9382609498000343, -41.032034670401856 -2.9258885749482415, -41.03144603879426 -2.919107213641859))"
BC250_2017_Trecho_Energia_L.1150,1150,Linhas de Transmissão Alegria/Açu,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.76119832485839 -5.394189712181818, -36.76123411242928 -5.394248974038022, -36.77402899638661 -5.448806519591466, -36.78916637469574 -5.476417772892734, -36.79448133184633 -5.484376609391356, -36.801158839994734 -5.4923859349689925, -36.805312223499165 -5.497759001200482, -36.81088677783389 -5.515037619066569, -36.82321683038121 -5.537998291570739, -36.84589847073579 -5.578357952466109, -36.871905722565884 -5.5968013994004, -36.88515288714378 -5.606553763284667, -36.8977930863139 -5.609174534771385, -36.90003145491694 -5.607339995966558, -36.902796498485394 -5.605112333950556, -36.90608821701928 -5.60262258399142, -36.90872159184638 -5.600656984421334, -36.910729791154765 -5.596873223263053, -36.91152518017894 -5.594925348998753, -36.910218110599594 -5.594144705566915, -36.90868027811795 -5.592871484412169))"
BC250_2017_Trecho_Energia_L.1151,1151,Linhas de Transmissão Piripiri/Ibiapina/Sobral,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-40.41021736601722 -3.711246891679473, -40.39739622877706 -3.705500420020033, -40.38799044733448 -3.7028982441742495, -40.384962488841005 -3.701916197914777, -40.38274855180398 -3.700985839138147, -40.3819556888009 -3.6997252698761534))"
BC250_2017_Trecho_Energia_L.1152,1152,Linhas de Transmissão Teresina/Sobral,,Não,,500,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-40.29841096815709 -3.6911635576999893, -40.29826670406318 -3.691729064706609, -40.30095387645813 -3.69243826789607, -40.30325729901961 -3.695552754739757, -40.30471721472758 -3.698861897011174, -40.31230877640907 -3.7072969655461585, -40.32392321693031 -3.72231787605269, -40.32768655519977 -3.727216704317238, -40.33071622241876 -3.7311325812891667, -40.33287736660591 -3.733867431431361, -40.3343048397426 -3.7356193302809344, -40.34120698847607 -3.735335078285654, -40.34566299672342 -3.7350410318681457, -40.35065530949777 -3.7346240339786347, -40.35451656165527 -3.7331536948630157, -40.36593634674879 -3.728546849740063, -40.375279807279846 -3.7247186263280314, -40.38339045010195 -3.7212797137714606, -40.3924743700627 -3.71764614578716, -40.398897999177805 -3.7148560846563567, -40.408371229994025 -3.7110927463869015, -40.42115360308165 -3.7167377537910844, -40.43964586871604 -3.7249132817557618, -40.46092819548123 -3.7343216274293987, -40.46495107432099 -3.7362032965641254, -40.47753879198089 -3.741783418825731, -40.48584409023072 -3.745416986810032, -40.49797761189259 -3.7508673387864833, -40.50621802499984 -3.754306251343055, -40.5180920060914 -3.759561947891776, -40.52821408833338 -3.7641039078721517, -40.541191116848736 -3.764493218727613, -40.58206875667213 -3.765790921579149, -40.594591589189456 -3.766310002719764, -40.608801435413774 -3.766569543290071, -40.62080518679048 -3.767023739288109, -40.62476318048767 -3.7671535095732622, -40.65551873806907 -3.7788328352370875, -40.673491922562846 -3.7860350860631122, -40.694968904755775 -3.794275499170366, -40.70814058869887 -3.7993365402913577, -40.72046876578846 -3.8039433854143105, -40.72909848975117 -3.807382297970881, -40.741037355985306 -3.8119242579512576, -40.74934265423514 -3.815168515080098, -40.766407446732835 -3.821721914480355, -40.77808677239666 -3.8261989893181547, -40.79067449005656 -3.831000489868839, -40.799174443734124 -3.8342447469976793, -40.80709043112849 -3.837294348698789, -40.82123539221024 -3.84255004524751, -40.829800231030376 -3.8458591875189274, -40.85530009206306 -3.855591958905448, -40.859647396615706 -3.8574087428975985, -40.873857242840025 -3.8627942097314736, -40.90026549586878 -3.8732407176863393, -40.92180736320428 -3.8823895227896696, -40.93673094599695 -3.8885536113344656, -40.9447118185339 -3.891992523891036, -40.95723465105122 -3.8973779907249106, -40.97890628867187 -3.9064619106856635, -40.996165736597305 -3.913729046654266, -41.01290610338213 -3.9209961826228676, -41.03425331528989 -3.930144987726198, -41.050993682074704 -3.937347238552223, -41.06299743345141 -3.942732705386098, -41.07493629968554 -3.9478586316496656, -41.078894293382724 -3.949545645356663, -41.09505069388435 -3.9578509436064935, -41.10270714070842 -3.9620035927314086, -41.10711933040364 -3.964339457864174, -41.11088266867309 -3.966415782426632, -41.115294858368316 -3.9686867624168203, -41.11950408305635 -3.9710639226231854))"
BC250_2017_Trecho_Energia_L.1153,1153,Linhas de Transmissão Sobral/Pecém/Fortaleza,,Não,,500,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-38.87320034792072 -3.600680234463689, -38.87249785973531 -3.602071697397935, -38.87047644778831 -3.604646591187566, -38.863779969002614 -3.618227650492419, -38.86501382264582 -3.6261120609104753, -38.867015548791514 -3.639317962427625, -38.86689084802518 -3.649574878152446, -38.86584134074112 -3.673624148321717, -38.880535060240405 -3.6979443783128145, -38.88811567346869 -3.715367024141723, -38.90176020411095 -3.7475411642981475, -38.907680053384304 -3.761883563350673, -38.905947414572594 -3.765902322816734, -38.89843931305517 -3.7689103763092944, -38.889968634420114 -3.772447847216545, -38.87690165004844 -3.7777179569355113, -38.858853329093066 -3.7851538651691192, -38.84414996362143 -3.7910737144424784, -38.834837030008465 -3.7949721517688357, -38.82489842126905 -3.798966846806956, -38.810941053063566 -3.8045497940891484, -38.77496473329255 -3.8193734817004845, -38.76360233168146 -3.8239253451574866, -38.7557665446135 -3.827249922789523, -38.741095328498474 -3.833176941850764, -38.72438130576165 -3.840309534008704, -38.70763246391508 -3.8471678959717415, -38.69762166189184 -3.851379170861325, -38.68818840613917 -3.85508509276416, -38.683688358114296 -3.8576599865537915, -38.669730989908814 -3.86557718334621, -38.66571223044276 -3.8678392395726147, -38.66239133938697 -3.8696681360960916, -38.65813193564151 -3.8720264500342583, -38.65353562990487 -3.874529150540069, -38.649516870438816 -3.8766708846267712, -38.64374140773311 -3.889232516011703, -38.641527480362576 -3.893612241896871, -38.63948200398764 -3.901601631973111, -38.63811033159503 -3.9063182598494453, -38.63462098954366 -3.9154868068947684, -38.62278129099695 -3.921238205172543, -38.61893098252647 -3.923139294979842, -38.60574367601508 -3.923837163390117, -38.593831784184545 -3.924366580804807, -38.57863509794012 -3.9045013955399392, -38.575939882010786 -3.90104815013048, -38.571933154758696 -3.9007232803532834, -38.56280070435529 -3.899832896519485, -38.55872178381937 -3.8979679033540977, -38.557482465780446 -3.895092204215211, -38.55635143766724 -3.8912659601726736, -38.55500382970257 -3.8865493322963394, -38.55355996402615 -3.8818086399920646, -38.55211609834972 -3.876971689976028, -38.55057597496153 -3.8723513198114548, -38.549204302568924 -3.8677550140748234, -38.54803717781381 -3.8638445445344956, -38.54676176313296 -3.8595731085750593, -38.545414155168295 -3.855121189406071, -38.544812544469785 -3.8498992085429857, -38.544234998199215 -3.8450863229548893, -38.54368151635658 -3.8402253085109126, -38.54419964070358 -3.8358905186415626, -38.54395603983907 -3.8345635021368114, -38.54336086378705 -3.832238920134679))"
BC250_2017_Trecho_Energia_L.1165,1165,Linhas de Transmissão Mossoró/Areia Branca,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-37.34980532901388 -5.149736894507862, -37.34927755950355 -5.148462281350821, -37.34877966373908 -5.146699730344602, -37.34686774400352 -5.146211792495422, -37.34086312108402 -5.1496074416091, -37.33259805139383 -5.154984715865364, -37.32519932033382 -5.159515567322031, -37.3179997475796 -5.16548035858037, -37.313269737817144 -5.1685075648283405, -37.308868339259234 -5.170399568733322, -37.29515628990576 -5.177698720640436, -37.287548442624676 -5.179730135359469, -37.27081914493853 -5.191440643739776, -37.26452574247564 -5.198530679425814, -37.25520513376479 -5.200880747434107, -37.25014651279778 -5.199645965938225, -37.22995186059092 -5.180964916855351, -37.22640684274791 -5.177818215623907, -37.224096606400764 -5.176224949177607, -37.193665217276425 -5.154556525507918, -37.17649777131753 -5.141850225598671, -37.13292193401121 -5.113808736143782, -37.10209222827529 -5.090666541011265, -37.034298740985214 -5.042071914399097, -37.01521937529077 -5.029485109473322, -37.01028024930722 -5.026258744919564, -37.00195543212531 -5.020722144018669, -36.97622417901755 -5.0037140247044105, -36.94443851341385 -4.981009977844628, -36.92225227814912 -4.964718828431204, -36.91775130043832 -4.964041690191526, -36.916675845587065 -4.963922195208054, -36.916277528975485 -4.964001858530369))"
BC250_2017_Trecho_Energia_L.1166,1166,Linhas de Transmissão Amazonas/Carcará,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.99695267180951 -4.981922544873251, -36.99708185796833 -4.981959455204343, -36.99766319568304 -4.982457744674092, -37.00407636571036 -4.985632033148045, -37.01260265219272 -4.989849038475359, -37.01273183835155 -5.0110171133568935, -37.00948372921541 -5.018805193217406, -37.001511097699435 -5.023677356921612, -36.99704494763725 -5.030210485524981, -36.98888776446581 -5.030173575193888, -36.97309014275823 -5.030062844200611, -36.96282907071452 -5.029952113207333, -36.950021185825435 -5.029841382214055, -36.93979702411282 -5.029804471882963, -36.93887426583551 -5.031428526451032, -36.93758240424727 -5.031576167775402, -36.93725021126744 -5.031576167775402))"
BC250_2017_Trecho_Energia_L.1154,1154,Linhas de Transmissão Cauípe/Fortaleza,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-38.87092511095624 -3.693692288018276, -38.87163493408816 -3.6952672031618587, -38.872045595441726 -3.696581319493253, -38.8728121633017 -3.6995928360860297, -38.8748654700695 -3.703261410844503, -38.87694615426088 -3.707422779227249, -38.87899946102868 -3.711282995950718, -38.882394261551454 -3.717826200184115, -38.88743170748846 -3.7270250145038704, -38.8944950827697 -3.740303064935659, -38.900791890190966 -3.7522943764596257, -38.89857431888175 -3.760589735801547, -38.90029909656669 -3.7639024040536024, -38.90021696429598 -3.766859165799237, -38.899559906130285 -3.7679268853184946, -38.8958091991011 -3.7695421533091658, -38.872675276183855 -3.778905232170345, -38.8544145346622 -3.786351891381575, -38.84902118221877 -3.788459952996519, -38.84496932353031 -3.7901573532579023, -38.841191239077546 -3.791663111554291, -38.833908844407745 -3.794565118452785, -38.82610627869009 -3.7977682770105567, -38.80751700808558 -3.8055160878810645, -38.77474623207146 -3.8189584028542787, -38.76268647698856 -3.8240232262148584, -38.742386117410895 -3.832578671080702, -38.73439190972825 -3.8355080554027667, -38.72456341466637 -3.8396420463619423, -38.709177302619636 -3.8459388537832035, -38.69338052921935 -3.852427303169459, -38.68774077996378 -3.854590119631544, -38.671177438703516 -3.8641174630341473, -38.66074664032308 -3.8699488542547065, -38.65017895482478 -3.8757802454752657, -38.646318738101314 -3.8778609296666393, -38.64281442788427 -3.879777349316587, -38.63889945631365 -3.882049675472956, -38.63432742657735 -3.884458888747177, -38.63054934212459 -3.886594327785692, -38.626771257671834 -3.888811899094919, -38.62597731238829 -3.888784521671348, -38.624827460598326 -3.889332070142762, -38.62028280828558 -3.8923983415826804, -38.61776408531708 -3.8932470417133715, -38.61228860060294 -3.894944441974755, -38.608565270997325 -3.8961216711882947, -38.60117336663323 -3.898366619921093, -38.5986820210883 -3.8991605652046433, -38.59107109733565 -3.901706665596718, -38.588442864672864 -3.9026374979981218, -38.585431348080085 -3.902363723762415, -38.58173539589804 -3.902062572103137, -38.577875179174576 -3.901706665596718, -38.57450775607538 -3.901432891361011, -38.57207116537759 -3.901213871972445, -38.56903227136124 -3.9009400977367386, -38.562625954245696 -3.900419926688895, -38.558437208439365 -3.8984487521918045, -38.55682194044871 -3.896833484201133, -38.555507824117306 -3.8925899835476754, -38.55424846263305 -3.8885381248592115, -38.55304385599595 -3.884431511323606, -38.55170236224099 -3.8801606332465766, -38.548088542329644 -3.8681145668754686, -38.54488538377187 -3.8575195039536085, -38.54428308045332 -3.8554661971858057, -38.543407002899066 -3.848211179939571, -38.54236666080338 -3.8397241786326544, -38.54203813172053 -3.8352069037434884, -38.5427225673098 -3.832948806998962, -38.54336086378705 -3.832238920134679))"
BC250_2017_Trecho_Energia_L.1155,1155,Linhas de Transmissão Massapê/Sobral,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-40.3419071287397 -3.5638056778667244, -40.34133466529807 -3.5640442043007363, -40.34085761243005 -3.564330436021551, -40.34038055956202 -3.5651891311839936, -40.336754957765045 -3.571677050189117, -40.33012392289951 -3.5828877925876763, -40.325925857660906 -3.5899004697476267, -40.32306354045276 -3.600061695836533, -40.319581054516185 -3.612131133397535, -40.31628938972682 -3.6235804022301057, -40.31204361920141 -3.6377011671236104, -40.30956294428769 -3.6451908971515836, -40.30798866982321 -3.6507247104206604, -40.305841931917115 -3.6586437880298552, -40.30178698253891 -3.6726214370629524, -40.29882925475716 -3.683307421306685, -40.29769625419561 -3.6870761389640734, -40.29747378243508 -3.6887526648761275, -40.298732834237605 -3.6897554412719193))"
BC250_2017_Trecho_Energia_L.1156,1156,Linhas de Transmissão Teresina/Sobral,,Não,,500,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-41.11950408305635 -3.9710639226231854, -41.12291417731027 -3.972882639558613, -41.14749527339065 -3.9824024860174885, -41.15229782279826 -3.9842780378571474, -41.17125226335966 -3.9940536413850682, -41.1969984749768 -4.00740984387961, -41.20901905722189 -4.0134059262760955, -41.22476232569418 -4.021590152485519, -41.244484037462726 -4.0316499305346, -41.25263984622002 -4.035770461091427, -41.28247817094187 -4.051144302686209, -41.29532285929833 -4.057879238837712, -41.31058303108465 -4.065836125430206, -41.32513276656807 -4.072968905911334, -41.35778441904941 -4.0897920375640355, -41.362160706675276 -4.091980181376971, -41.398421375575346 -4.110593612512982, -41.4473846455713 -4.1354873005666395, -41.46380993289437 -4.144040953653571, -41.52561789124677 -4.175385403337571, -41.550085317518686 -4.187917499720749, -41.55372275138954 -4.1897362166561765, -41.58191286388867 -4.204143864879013, -41.60714756136772 -4.216903300879118, -41.63806574926998 -4.232731821707756, -41.6584694798893 -4.243075774277999, -41.68808046499422 -4.256034132442917, -41.70839894325719 -4.264900377503124, -41.71566750923517 -4.2685905725381, -41.73190017615717 -4.284025322777224, -41.74670566870963 -4.298091961574668, -41.772906559560624 -4.323042484532558, -41.77938573864309 -4.3291238192853925, -41.782511658375846 -4.33202239940123, -41.804933028095405 -4.353108148871337, -41.82914469729829 -4.3757568582078274, -41.84929267084855 -4.394768133673464, -41.87430002871068 -4.418042026956507, -41.911356386270015 -4.452853405798666, -41.92911729384254 -4.46950603273867, -41.94466164015002 -4.484055768222087, -41.95148182865786 -4.4904781124003135, -41.95401098189619 -4.493945041558471, -41.969526910751554 -4.524209628062063, -41.984076646234975 -4.552683915082344, -42.00323000896119 -4.590024447162832, -42.01550634827531 -4.614321368722054, -42.018802772720775 -4.616395842726524, -42.04969254317092 -4.635918632330249, -42.05654114913089 -4.641147443519602, -42.0591985657193 -4.643286222776655, -42.06072320769968 -4.64300778282846, -42.06643042246728 -4.6466035943258825, -42.06981209926908 -4.648791738138819, -42.08115066266338 -4.656009770976295, -42.08601004697523 -4.663511978334932, -42.08734301117624 -4.6656631175611984, -42.08862445256991 -4.667632508891758, -42.094705787322745 -4.677237607706983, -42.09868423061899 -4.683858874050022, -42.10144072347425 -4.68783731734627, -42.10902818318924 -4.699715812330777, -42.12372000593324 -4.723046540518053, -42.13898017771955 -4.74722979226881, -42.141054651724026 -4.7484801601619155, -42.14301545592004 -4.751236653017172, -42.15370041791567 -4.762632051315707, -42.163305516730894 -4.773601187832503, -42.16998361797816 -4.78124548245172, -42.18578372135469 -4.799148477284829, -42.18873913637476 -4.802615406442986, -42.19712228474899 -4.811964748189167, -42.22258432184497 -4.840808462086956, -42.22877932640627 -4.847912825115968, -42.24099883081617 -4.861752124296483, -42.24196502418812 -4.862917239833241))"
BC250_2017_Trecho_Energia_L.1157,1157,Linhas de Transmissão Piripiri/Ibiapina/Sobral,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-41.148297291233774 -3.9819776397801583, -41.172099878863655 -3.993883283352783, -41.202109373731275 -4.009077964298411, -41.24402136867296 -4.030857006987145, -41.271498416716305 -4.044785464520637, -41.292644347698975 -4.0556749858650045, -41.337721901171 -4.078846874307087, -41.382039720595756 -4.101638895725529, -41.41876019954769 -4.120252379883923, -41.44763009334438 -4.134813949123484, -41.51600615759971 -4.169888337639643, -41.53651897687631 -4.180144747277941, -41.55690517381169 -4.1907810239398815, -41.61249238160445 -4.218891183689293, -41.65719006805284 -4.241936449790162, -41.70290073323093 -4.261816157360692, -41.71366363223409 -4.266501183985595, -41.73506280789918 -4.275871237235399, -41.75038411118602 -4.282582221319718, -41.753217286070665 -4.283864272524503, -41.75456131410982 -4.284761379367821))"
BC250_2017_Trecho_Energia_L.1158,1158,Linhas de Transmissão Aracati/Russas,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-37.76321316535356 -4.487844572126168, -37.76462639040364 -4.488036693742807, -37.76893030305614 -4.490790431356994, -37.77214217816995 -4.492199316349722, -37.77805202837934 -4.494888998322547, -37.778565928397555 -4.500460450827156, -37.77863016589984 -4.504558963381103, -37.77856592839756 -4.509618032961413, -37.77863016589984 -4.518903575295304, -37.78203475352047 -4.528381109648041, -37.7897432537936 -4.533504049510167, -37.81396079215169 -4.539459421446039, -37.84935565590583 -4.589982044980163, -37.88995375734433 -4.649912987784433, -37.931579658819246 -4.708302336459272, -37.94545495931089 -4.742616600998883, -37.925412858600744 -4.781026068192324, -37.92901015872821 -4.845037052909043, -37.950080059474764 -4.865007243311024, -37.98708086078582 -4.899825644049454, -38.00095616127744 -4.913522092062216, -38.00198396131386 -4.925554253423894, -38.000185311250135 -4.933874237689324, -37.99915751121372 -4.944370069042115, -37.999093273711445 -4.947201995058831, -37.99835454243527 -4.949217935010818, -37.99617849704566 -4.948561955224293))"
BC250_2017_Trecho_Energia_L.1159,1159,Linhas de Transmissão Alegria/Açu,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.383267288658374 -5.124481343810524, -36.38355389273074 -5.125422833755938, -36.38668877710661 -5.124811250879112, -36.4148321430225 -5.140136351564474, -36.42510230484822 -5.145119623261861, -36.55912385973098 -5.215719063002564, -36.563302964234175 -5.217905768143035, -36.59666496797999 -5.242946524791221, -36.63463106990729 -5.27094866016656, -36.68931358984735 -5.311574197010941, -36.70178007107722 -5.316934311360401, -36.70411753630781 -5.319332242147796, -36.70680916293699 -5.327231242161268, -36.72461446188572 -5.340493139601859))"
BC250_2017_Trecho_Energia_L.1160,1160,Linhas de Transmissão Galinhos/Miassaba/Açu,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.515348955001215 -5.182432284795101, -36.50889209762968 -5.174116924930996, -36.49275401363794 -5.1552642413794, -36.490204051568206 -5.147221974618151, -36.48907073509276 -5.151878036199643, -36.46782105117823 -5.155687515757591, -36.39557212586882 -5.178826085189066, -36.349531144054 -5.14595213372484, -36.31468166243417 -5.148068533805325, -36.279123858017186 -5.167397994924187, -36.20389997695975 -5.160625695983814, -36.16281725472499 -5.134805643855291, -36.161400609130695 -5.1219657748011285, -36.16352557752213 -5.117168394869775))"
BC250_2017_Trecho_Energia_L.1161,1161,Linhas de Transmissão Galinhos/Miassaba/Açu,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.90868027811794 -5.59287148441216, -36.91001383926172 -5.59106695431666, -36.909218997176765 -5.59013058291545, -36.90466934141056 -5.590411323640292, -36.8918415723575 -5.59122952341051, -36.883102549621526 -5.591635945947532, -36.86917728442076 -5.595537587939292, -36.845640431178595 -5.578675875560891, -36.81806700355898 -5.528666683429159, -36.810649284999315 -5.51522534326851, -36.8049601995927 -5.49788711880891, -36.79435786066487 -5.484696164837419, -36.78313466337086 -5.4763226308663, -36.778397623009305 -5.457745216854198, -36.7732113805445 -5.437297200934718, -36.76439068469885 -5.401928219000009, -36.762604032051584 -5.394194611656445))"
BC250_2017_Trecho_Energia_L.1162,1162,Linhas de Transmissão Açu/Paraíso,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-36.5043596647719 -6.011126822719189, -36.50693656229837 -6.005449152436614, -36.51090718896668 -6.001716594313988, -36.51494873705172 -5.997879639271859, -36.51800310201293 -5.995061201220294, -36.525986479872365 -5.989264476045895, -36.52918482930306 -5.987116059948457, -36.535860720082894 -5.978790792248076, -36.53838403937233 -5.975630025499803, -36.53838403937233 -5.975630025499803, -36.54186256163751 -5.968929571378585, -36.54858791364485 -5.956570645287177, -36.554855167780445 -5.945234924480478, -36.55969679615288 -5.936612429088466, -36.567359869139835 -5.922671435371745, -36.57652296402349 -5.905983093482195, -36.58258742778706 -5.8946952229733505, -36.59205784720188 -5.877191843025959, -36.594392573786 -5.872804285935683, -36.59710672789255 -5.868179793817277, -36.59899568131651 -5.864577603566948, -36.60162615936815 -5.861929221061386, -36.60726952875911 -5.855938539712438, -36.61391695660505 -5.849008081946936, -36.616451039313596 -5.846179512864741, -36.61937260579824 -5.843080881744666, -36.63225405802598 -5.829623969451767, -36.63648567197318 -5.825334160396804, -36.64253203575599 -5.818990301558726, -36.64517977641258 -5.816167057158868, -36.64734881819664 -5.814484943122256, -36.65558232374426 -5.807800753134664, -36.66425849088047 -5.800850966193924, -36.66850804213086 -5.797486738120699, -36.67891058946255 -5.789297498731929, -36.683160140712936 -5.785889004499846, -36.6870112965336 -5.78279037337977, -36.693695486521186 -5.777434168157926, -36.70520468782432 -5.768359605591991, -36.71534163820285 -5.76017036620322, -36.72813455811288 -5.749989149665829, -36.7320299800924 -5.746890518545754, -36.74407037530183 -5.737373294391237, -36.76903648889787 -5.717364990587322, -36.79081543905612 -5.700101188632616, -36.80918589498228 -5.685360557732829, -36.81542742338129 -5.6803142156229915, -36.81865885297793 -5.6788091662218125, -36.8335322823543 -5.671947911598789, -36.849047571034106 -5.665330120849485, -36.857945068964604 -5.661434698869961, -36.86232741869157 -5.659486987880199, -36.87910429289884 -5.651873208556586, -36.884159726894005 -5.6496600123358816, -36.892939210560264 -5.645824864351196, -36.89880159467987 -5.643137030184109, -36.90124411670245 -5.6420210215578575, -36.906150915961206 -5.6343438096487315, -36.91010967320164 -5.628161464916193, -36.91709591203262 -5.617144743185935, -36.921181077313975 -5.610834412089246, -36.91884154766821 -5.601519606048598, -36.91452527283368 -5.595279562529348, -36.912980727101846 -5.593082313498443, -36.910407405326836 -5.593244080580479, -36.90928156418716 -5.59304071174393, -36.90868027811794 -5.59287148441216))"
BC250_2017_Trecho_Energia_L.1163,1163,Linhas de Transmissão Piripiri/Ibiapina/Sobral,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-41.14498362832656 -3.980769302018674, -41.12321354776207 -3.9723318682064783, -41.11117848447532 -3.9660432765791667, -41.07420590266647 -3.946960653710084, -41.012078954348375 -3.919963079310074, -40.95244575788249 -3.8944834408201046, -40.935856886865615 -3.887652729224921, -40.91113621633066 -3.877244025841785, -40.83740790070012 -3.8480779715702877, -40.81528940601096 -3.839837748058638, -40.78634019972661 -3.82888692470763, -40.755005665583624 -3.816851861420878, -40.73516407475951 -3.809153757877101, -40.69916730889283 -3.795167062706011, -40.64365422418277 -3.7735906879847176, -40.62478844930084 -3.7665431284023865, -40.60874169825183 -3.766109432428089, -40.57979249196749 -3.764699920511622, -40.556047637374704 -3.7642662245373244, -40.52839951901325 -3.7633988325887304, -40.49261960113372 -3.7476773535204515, -40.47050110644455 -3.7378107701051864, -40.41021736601722 -3.711246891679473))"
BC250_2017_Trecho_Energia_L.1174,1174,Linhas de Transmissão Banabuiú/Icó,,Não,,230,,Transmissão,Elevado,Sim,Construída,250012,,"MULTILINESTRING ((-38.881746495489594 -6.409389648059581, -38.88008257444719 -6.409464808096498, -38.875015178545304 -6.410404307623441, -38.872405847819714 -6.411306225540954, -38.87093100871394 -6.41074252702945, -38.86783006495308 -6.410253987815436))"
